"N2Orate"	"N2OR2"	"CO2rate"	"CO2R2"	"CH4rate"	"CH4R2"	"chamberdates"	"waterdepthcm"	"soiltemp"	"airtemp"
"17"	0.0636079491619938	0.725989941258362	367.054578777181	0.993083882880921	0.0660956542570929	0.802807561091667	"2011-12-23 T5L2"	NA	38	34
"18"	0.0592552124204609	0.66131889849905	345.008492988731	0.992323561499946	0.00641861751719773	0.141074012640819	"2011-12-23 T5L3"	NA	38	38
"19"	0.0299002557334301	0.817821315596794	189.734668571162	0.989249368021672	-0.0126750763446972	0.0519394659297289	"2011-12-23 T5L4"	NA	38	34
"20"	0.00212894823478121	0.00260893726573873	104.462203155497	0.941138352743229	0.0192954163482789	0.323647024351779	"2011-12-23 T5L5"	NA	38	34
"21"	-0.0262722952191769	0.432881079257589	160.162726277041	0.840111182808353	0.00681161079200537	0.0762193243893176	"2012-01-10 T5L1"	NA	36	30
"22"	0.0903845075452356	0.722339029109687	242.644014938196	0.927126792380212	0.00219113160519504	0.118120991641966	"2012-01-10 T5L2"	NA	32	30
"23"	0.0168106520913537	0.154523365367728	136.523448406887	0.741224583847854	-0.0237388412522737	0.139108061459256	"2012-01-10 T5L3"	NA	32	30
"24"	0.0459420680076996	0.599093054379252	76.1413590887387	0.405285116105536	-0.055214809556553	0.918466510947207	"2012-01-10 T5L4"	NA	32	30
"25"	0.000311423454972967	5.57498075675169e-05	77.3250222585347	0.70393316204893	0.0441447441290559	0.798250501338368	"2012-01-10 T5L5"	NA	32	30
"26"	0.0359908007442986	0.401070731927691	745.207023655654	0.931245038628602	-0.054900614639718	0.811226646940347	"2012-05-09 S1J1"	NA	64	68
"27"	0.188847314840768	0.127389286687772	170.574489246806	0.908691135897254	0.146816450290196	0.219576589379378	"2012-05-09 S1J2"	NA	64	68
"28"	0.291132621336811	0.0924339223018936	548.666994617576	0.986468703242968	0.152806338079058	0.222377634499661	"2012-05-09 T1J2"	NA	60	68
"29"	0.0100294933824399	0.121725476985843	484.302203313814	0.989101055174269	-0.0144732827037416	0.022623947878155	"2012-05-09 T2J1"	NA	60	60
"30"	-0.0262185469922346	0.62761493589036	437.76524389275	0.995397707334144	0.115426842712527	0.271184137660229	"2012-05-09 T2J2"	NA	64	60
"31"	-0.00906203801077602	0.0195637304239438	1193.9060568327	0.997861392421438	0.012291752019315	0.00654310028485678	"2012-05-09 T2J3"	NA	60	60
"32"	0.11290874227948	0.388792540864807	581.33329676733	0.906930231041037	5.42581849093933	0.615496110169472	"2012-05-09 T3J1"	NA	60	60
"33"	-0.360206545190851	0.252302709748307	709.514954630567	0.991037070692837	-0.195933339551737	0.295802612713095	"2012-05-09 T3J2"	NA	64	60
"34"	0.121593604294265	0.732547100039843	599.744451991774	0.990676165414873	3.81748714520011	0.444493008763063	"2012-05-09 T3J3"	NA	60	60
"35"	0.0998260144281363	0.822610468276096	1297.61749851465	0.999039080187898	2.09216460096175	0.527401602792341	"2012-05-09 T5J2"	NA	60	56
"36"	-0.0936372095503959	0.0917701913561577	1370.8829034359	0.996603235486065	0.996502058158534	0.965144717821382	"2012-05-09 U1J1"	NA	60	68
"37"	-0.00121598056763835	0.000731914326377908	3920.53705973358	0.998491351507868	0.0209196581554519	0.0284621210596812	"2012-05-09 U1J2"	NA	64	68
"38"	0.857079135884289	0.594186754190926	1216.30485851732	0.989458919162617	1.1521886484716	0.258118856508609	"2012-05-09 U3J1"	NA	60	60
"39"	0.00502020971617644	0.00191214480691105	1414.50756600516	0.992148122070761	-0.713574846606853	0.0592779008944366	"2012-05-09 U3J2"	NA	64	60
"40"	-0.130776749544394	0.639265407923648	954.439261417976	0.979638055209779	-1.88331157810827	0.710502099957543	"2012-05-09 U4J1"	NA	60	56
"41"	-0.0110506165205329	0.033795955088704	1321.39492825715	0.997250601125409	0.0427981162969633	0.281236881475962	"2012-05-09 U4J2"	NA	60	60
"42"	0.331620314173035	0.986708453687796	1400.33710424365	0.980933095767778	-0.0821491359849214	0.977264430291731	"2012-06-06 S1J2"	NA	64	64
"43"	2.4162535932866	0.995810727951162	1206.04006177238	0.997007190858942	0.12258392776727	0.833475407766873	"2012-06-06 S3J1"	NA	70	69
"44"	4.5325598613126	0.999554285411752	882.888961377536	0.996073021771563	3.71649474808089	0.999885538480747	"2012-06-06 S3J2"	NA	70	69
"45"	0.0471231911105427	0.199956232955978	2113.613481861	0.982926512072082	0.0543616247553553	0.92758920258391	"2012-06-06 T1J1"	NA	62	64
"46"	1.02590361573406	0.779822893270047	1867.5834124654	0.981875383757602	0.132322492206268	0.451611421764693	"2012-06-06 T1J2"	NA	60	64
"47"	0.137244997138847	0.853880627502038	1925.13509951048	0.960159536225033	-0.00106166282297737	0.0024577822952145	"2012-06-06 T2J1"	NA	66	67
"48"	0.069216064945296	0.400492446275897	1948.94765320004	0.972804652182488	0.0307036859453377	0.0976168536458903	"2012-06-06 T2J2"	NA	66	67
"49"	0.261911601078762	0.979482581535778	951.484316335916	0.967863342659504	0.130211111077731	0.820015181229522	"2012-06-06 T3J2"	NA	70	67
"50"	0.0339648106573899	0.317372945991394	1542.5122645297	0.972797532124436	-0.0497801761234183	0.723812653711031	"2012-06-06 T3J3"	NA	62	67
"51"	0.0676840964100793	0.88331015225469	1611.27774704679	0.982236264435995	-0.0074269606730859	0.100900238951851	"2012-06-06 T4J1"	NA	70	69
"52"	-0.113038629552073	0.0125232595313838	774.479480882687	0.946749607813814	0.0252391219408276	0.00404774708211363	"2012-06-06 T5J1"	NA	70	69
"53"	0.0929692700861004	0.460226904560543	2540.71314666269	0.977758668972895	-0.14091466013027	0.861549430492484	"2012-06-06 T5J2"	NA	68	69
"54"	-0.331277465155575	0.0109814960712978	1541.68914250003	0.951771404817426	-0.286517542212953	0.0466940986929798	"2012-06-06 T5J3"	NA	70	69
"55"	0.0929562217073486	0.767054230140276	2003.46004754049	0.992131294185827	-0.0969649762348569	0.999058532101252	"2012-06-06 U2J2"	NA	62	64
"56"	0.655312121422106	0.0989854703128923	2910.68129851204	0.981823519937752	0.00825936397666628	0.000124487157602151	"2012-06-06 U3J1"	NA	62	67
"57"	0.0620857836240806	0.513254441615989	3222.06188350308	0.980259733705008	-0.0957539677335411	0.488651986865276	"2012-06-06 U4J2"	NA	68	69
"58"	0.231116421086673	0.998996663123711	2406.6516631227	0.975530067527153	-0.109395389112233	0.858969946130024	"2012-06-13 S1J2"	NA	72	68
"59"	1.70178980918109	0.319776114114888	678.344753686796	0.969715235299881	0.23850366543533	0.0746504456577929	"2012-06-13 S2J1"	NA	60	62
"60"	12.4600763643888	0.999019823949053	910.09360854471	0.981134083892644	2.06384933708021	0.992548331026254	"2012-06-13 S2J2"	NA	64	62
"61"	3.19641645080472	0.866167713091222	1459.38109809733	0.959047848005964	0.605847822679213	0.122377505066205	"2012-06-13 S3J1"	NA	62	62
"62"	2.16086906254752	0.702586305407008	1223.73193494103	0.932633814414838	1.92927610332029	0.579305256101774	"2012-06-13 S3J2"	NA	64	62
"63"	0.0153674401679618	0.102297428477211	2826.34486599012	0.975887840495274	-0.119323720639197	0.944557009545907	"2012-06-13 T1J2"	NA	74	68
"64"	-0.278515224130378	0.0130457859775575	3219.96637516834	0.965818771433537	-0.114263173126201	0.0273629678924766	"2012-06-13 T2J1"	NA	66	66
"65"	0.0332639808176974	0.603339739383932	2931.42822952174	0.977692030846321	-0.00279547232516557	0.00259507481087264	"2012-06-13 T2J2"	NA	66	66
"66"	0.0868462143730928	0.844449213436639	3936.88112653618	0.995610676820163	0.00221247687398451	0.000878923450472704	"2012-06-13 T2J3"	NA	66	66
"67"	1.92558956327142	0.659725288623804	3788.03105310094	0.996232718631112	0.333684848734377	0.286045196738105	"2012-06-13 T3J1"	NA	68	66
"68"	0.331172339841867	0.9660808473669	1144.12695987657	0.958472967835353	0.16762537815107	0.938753330815471	"2012-06-13 T3J2"	NA	72	66
"69"	0.0421143350172724	0.459503151930482	2595.25372100139	0.971582315057186	-0.12866733092385	0.974972910644259	"2012-06-13 T3J3"	NA	68	66
"70"	0.0573461147115169	0.336221104477296	1856.85027020143	0.972596919002256	-0.0450992781049547	0.641283209321215	"2012-06-13 T4J1"	NA	66	64
"71"	0.304975060061906	0.941880988926845	2584.99762153446	0.998638632378893	0.0663604611164366	0.731619752887031	"2012-06-13 T4J2"	NA	70	64
"72"	0.150561186334316	0.990963771893587	1891.43511385192	0.993411237173084	0.0033552371699591	0.00276310347299119	"2012-06-13 T4J3"	NA	68	64
"73"	0.0418686070395808	0.693047260340469	1081.41406254615	0.98240946660931	0.0226561309782686	0.169926208422666	"2012-06-13 T5J1"	NA	68	64
"74"	0.0559541033397572	0.466876432461459	2237.60897927663	0.987206283334681	-0.130725778623771	0.975612899271178	"2012-06-13 T5J2"	NA	60	64
"75"	0.48555557244775	0.998080217138941	1597.39594943905	0.981730088579533	0.0467013818315224	0.78860060950893	"2012-06-13 T5J3"	NA	60	64
"76"	0.55487507914072	0.894829077910476	2354.2215663567	0.965094213139762	0.989698197309111	0.954834591299934	"2012-06-13 U1J1"	NA	74	68
"77"	0.0662795287081236	0.896121900242436	864.282412387697	0.995695161184364	-0.0555380755016499	0.675629082305009	"2012-06-13 U1J2"	NA	76	68
"78"	0.0477257404003223	0.540668089286508	1394.3518241033	0.98525209417278	0.00154515670223502	0.00232921221275564	"2012-06-13 U2J2"	NA	80	68
"79"	0.112001651547822	0.967187080363466	3999.97685135805	0.989072528031741	-0.199561751204677	0.99716283152306	"2012-06-13 U3J1"	NA	64	66
"80"	0.763392962868278	0.108831828598762	2573.45078936806	0.981442071589442	0.177400900444025	0.0619082849580152	"2012-06-13 U3J2"	NA	64	66
"81"	-0.0329957915690139	0.751165002808508	1381.33922193346	0.967376801863702	-0.00971841785790201	0.200746702158897	"2012-06-13 U4J1"	NA	62	64
"82"	0.0795927293009812	0.871637180035939	3268.81181697746	0.982591105590345	-0.13499594913135	0.918310403749694	"2012-06-13 U4J2"	NA	62	64
"83"	0.0814864569514771	0.981356703398933	2867.13266377642	0.987536470340449	-0.145029477208063	0.972602279594799	"2012-06-20 S1J1"	NA	76	76
"84"	0.049948022517015	0.670289495027942	1243.56698645893	0.984735969483346	-0.0821322805822641	0.613699996519367	"2012-06-20 S1J2"	NA	76	76
"85"	0.116881325065511	0.708347816405122	537.832660462114	0.97196752129598	0.119358243042532	0.95824336295075	"2012-06-20 S2J1"	NA	86	88
"86"	16.1963084014727	0.976700766571633	541.650078902743	0.866478359709921	0.293687695293708	0.80292892433205	"2012-06-20 S2J2"	NA	86	88
"87"	1.96599188263817	0.983076157906263	2235.52537925337	0.886150589545971	0.131809843175402	0.536059451217603	"2012-06-20 S3J1"	NA	88	88
"88"	3.98559521648678	0.999206022841942	1495.58807608367	0.99982834517994	1.97601795564671	0.99783599157603	"2012-06-20 S3J2"	NA	88	88
"89"	0.0755701677300148	0.876877634558248	2943.50439561793	0.994880830288299	-0.13204805037575	0.957623924707105	"2012-06-20 T1J1"	NA	78	76
"90"	0.0154728739185627	0.832181499474321	1831.42067339297	0.979215805452233	-0.112924055594154	0.993640552716933	"2012-06-20 T1J2"	NA	76	76
"91"	0.253458779450578	0.957840092402937	2641.8739624722	0.989828370546179	-0.0770617757183366	0.733175135734322	"2012-06-20 T2J1"	NA	77	82
"92"	0.0699321957931894	0.783862206877646	3993.74984063305	0.994820642301266	-0.101687324407628	0.831771069532896	"2012-06-20 T2J2"	NA	77	82
"93"	0.0564908719288895	0.945196218786822	3585.96829275103	0.994791990684418	-0.0135035520393359	0.0497449093551942	"2012-06-20 T2J3"	NA	77	82
"94"	0.829201424932189	0.992346007785169	4146.34486770409	0.992358679728082	-0.172231880700388	0.842532215645632	"2012-06-20 T3J1"	NA	77	82
"95"	0.403836377050939	0.993443355019793	2619.56914568414	0.996116858892932	0.0787283723895836	0.270702902434709	"2012-06-20 T3J2"	NA	77	82
"96"	0.0701509243519069	0.98742470926432	4307.57224719364	0.977850100561189	-0.139493431778252	0.995782979505719	"2012-06-20 T3J3"	NA	78	82
"97"	0.629778648788443	0.998747098001991	5296.55771700729	0.996893660765587	-0.0756384723480677	0.877031389499182	"2012-06-20 T4J1"	NA	83	86
"98"	0.292584574540057	0.938819350120614	4899.83995835511	0.991179576938435	0.00637742630247797	0.0116041167164868	"2012-06-20 T4J2"	NA	80	86
"99"	0.0559987913551797	0.935349681371321	2824.07769257123	0.993624699300285	-0.0451451770092291	0.769629681321643	"2012-06-20 T4J3"	NA	82	86
"100"	0.0637001031797787	0.650652716254912	2804.40034622538	0.971551960303963	-0.0134125335769839	0.185481446746183	"2012-06-20 T5J2"	NA	83	86
"101"	0.561627142915514	0.999092599780079	2480.09539036562	0.98474824105943	-0.113192045872215	0.314894502800986	"2012-06-20 T5J3"	NA	81	86
"102"	0.591103857929749	0.997050423966728	3074.00955797741	0.997075655457145	1.57111810300311	0.989985440761731	"2012-06-20 U1J1"	NA	76	76
"103"	0.0517595685846189	0.621946591257915	2320.65287632824	0.993367632434466	-0.186059223941906	0.690996835029705	"2012-06-20 U1J2"	NA	75	76
"104"	0.0936894125181733	0.921998413845204	2294.67259400125	0.984065666370059	-0.109811622913351	0.896009178152358	"2012-06-20 U2J1"	NA	76	76
"105"	0.0582968501597873	0.77028116874602	906.772038510081	0.954771563483615	0.0170180659302127	0.383306873698644	"2012-06-20 U2J2"	NA	74	76
"106"	0.102261480189565	0.888186444524796	4151.07007158616	0.988247726212999	-0.131403729441542	0.876926874376724	"2012-06-20 U3J1"	NA	76	82
"107"	0.126964890539122	0.995720195622247	3973.74489286258	0.991299254631081	-0.221812508252829	0.726525357146188	"2012-06-20 U3J2"	NA	76	82
"108"	0.0308311277610163	0.967641193260087	3039.92494221359	0.984067242223647	-0.14434920381705	0.759597888157751	"2012-06-20 U4J1"	NA	79	86
"109"	0.164911063398695	0.978059457105984	4938.8772733728	0.989065554456487	-0.183436825465562	0.775800540545213	"2012-06-20 U4J2"	NA	77	86
"110"	0.0102269201209411	0.0811492727099917	1810.25888844725	0.967429020315572	-0.0122757640803058	0.0192234734835099	"2012-06-25 S1J1"	NA	80	71
"111"	0.0541516167652936	0.961154628763404	1177.49525841269	0.977748058565462	0.0134511430993771	0.0282446383873984	"2012-06-25 S1J2"	NA	80	71
"112"	0.0754435186796501	0.749306171326613	313.97117019858	0.933812840726612	0.0643271346124419	0.175439558896436	"2012-06-25 S2J1"	NA	81	78
"113"	1.21239606741127	0.946308890178903	117.333736254092	0.927537523284104	0.102502554448137	0.778661760910599	"2012-06-25 S2J2"	NA	80	78
"114"	5.54829891859447	0.97932395752468	2356.43766477387	0.979921379599534	0.0584908811170097	0.0352108753373193	"2012-06-25 S3J1"	NA	82	78
"115"	14.3936683876308	0.970385028517209	1599.46976249073	0.986612948390331	1.54041186891479	0.891957962728521	"2012-06-25 S3J2"	NA	82	78
"116"	0.0436028972665342	0.725311427128691	2279.07517819398	0.984441724062195	-0.0342625378303511	0.722362271910191	"2012-06-25 T1J1"	NA	82	71
"117"	0.0279308401961199	0.430784642795801	1410.36009876063	0.964709394682614	-0.101241369686698	0.89487133859135	"2012-06-25 T1J2"	NA	80	71
"118"	0.901221703622069	0.994983262789836	3044.99916194754	0.988633178748087	-0.0962202446934668	0.835875298933096	"2012-06-25 T2J1"	NA	82	73
"119"	0.0123736529283062	0.082076922873067	1866.86633475711	0.806882367534886	0.0564497117923744	0.860496554456704	"2012-06-25 T2J2"	NA	80	73
"120"	0.0345959238828925	0.468987319730235	2429.5547114781	0.991156447083146	-0.176421515655057	0.888378777001624	"2012-06-25 T2J3"	NA	78	73
"121"	0.835390310935881	0.958904143840551	3009.46629100071	0.982274354247613	-0.193579702210034	0.592978873257882	"2012-06-25 T3J1"	NA	76	73
"122"	0.237422985277069	0.92221810689483	1124.4151690959	0.941974493359286	0.334292413877196	0.977603605211832	"2012-06-25 T3J2"	NA	78	73
"123"	0.054717407161582	0.898994858548057	1777.38120409932	0.993214393435419	-0.121179100931466	0.829244048982074	"2012-06-25 T3J3"	NA	80	73
"124"	0.00880175563833775	0.117535640277901	2050.22105829885	0.979119374793136	0.0754530697047073	0.356232151938519	"2012-06-25 T4J1"	NA	84	75
"125"	0.0928571804441304	0.906107413757911	2641.44740376503	0.995444653972896	0.0324421840129626	0.235204939913846	"2012-06-25 T4J2"	NA	82	75
"126"	0.146198450623609	0.848885209414002	2648.11426915484	0.990032931080581	0.00718466206346366	0.00589190869420507	"2012-06-25 T4J3"	NA	82	75
"127"	0.0279712540570602	0.597846587644706	1000.36276107345	0.963463237944097	0.0934462132482836	0.378645805655038	"2012-06-25 T5J1"	NA	87	75
"128"	-6.40381353258595e-05	1.03797339427645e-05	1586.12121177743	0.97046310795545	-0.0214288395923015	0.311079162273729	"2012-06-25 T5J2"	NA	81	75
"129"	0.716279920345314	0.992868603815748	1675.15444768905	0.981266959515547	0.000896368859776637	0.000562217014331902	"2012-06-25 T5J3"	NA	85	75
"130"	0.532048061352848	0.939192967441893	1348.16179125492	0.94671299163053	0.503591969358086	0.886108044123525	"2012-06-25 U1J1"	NA	80	71
"131"	-0.00578750927416253	0.145248559158708	69.0130508495383	0.909411876231828	-0.0238087968553287	0.0596220583680808	"2012-06-25 U2J1"	NA	79	71
"132"	0.0235517766751836	0.816367889782213	1618.52963714148	0.965705338595427	-0.110709578871183	0.964925561194785	"2012-06-25 U3J2"	NA	78	73
"133"	0.0585594752543463	0.788029873020435	2976.28120025802	0.976736934245569	-0.168052184156638	0.870928606252552	"2012-06-25 U4J2"	NA	78	75
"134"	0.0652831913670855	0.999849368929983	1360.35956865723	0.969677913909528	-0.239670099610777	0.975266731991968	"2012-07-07 S1J1"	NA	86	76
"135"	0.0251589429712877	0.574450412078148	905.43340610019	0.965198807910315	-0.0960447975597711	0.731966807788126	"2012-07-07 S1J2"	NA	86	76
"136"	-0.0706946541695183	0.828629220975112	536.404394208364	0.994663472698307	0.343998316819165	0.96268802766144	"2012-07-07 S2J1"	NA	68	89
"137"	-0.0515714936597837	0.745478910931068	576.224439948763	0.992024058806967	2.66513177351019	0.912260096526174	"2012-07-07 S2J2"	NA	68	89
"138"	0.96964304312189	0.929354239220223	1042.83554975636	0.967531604577321	0.0573594291159857	0.135225321163044	"2012-07-07 S3J1"	NA	90	89
"139"	1.57196020828069	0.772755733631835	510.11827090665	0.806050659069672	0.301555719257454	0.762367151995771	"2012-07-07 S3J2"	NA	84	89
"140"	0.0443822941759269	0.814650931485018	1004.87508789708	0.972799490822042	-0.0419283201330504	0.568452704988215	"2012-07-07 T1J1"	NA	88	76
"141"	0.534932428058804	0.977832392651523	1710.45989587902	0.99266892869068	-0.260326242391384	0.908689152439584	"2012-07-07 T2J1"	NA	89	80
"142"	1.00941410559912	0.997397786873777	2774.36374380284	0.995704795367246	-0.125971801255636	0.681921823883837	"2012-07-07 T2J2"	NA	87	80
"143"	-0.00890189054898268	0.022721915588362	1635.59495150853	0.990967308386551	0.072031424405541	0.699846722073026	"2012-07-07 T2J3"	NA	88	80
"144"	0.3342444314069	0.927657710266582	1558.72382185272	0.987651206300193	-0.104483445351378	0.194505716955374	"2012-07-07 T3J1"	NA	84	80
"145"	1.57977848581891	0.994721971766237	1874.63428941623	0.964551261798014	0.192342738939546	0.437081996314811	"2012-07-07 T3J2"	NA	86	80
"146"	1.01184723382908	0.911946437566544	3751.47084112874	0.976532245295559	-0.562632681668421	0.584278675619095	"2012-07-07 T3J3"	NA	86	80
"147"	0.911967750976407	0.952907955367162	4271.557094074	0.984934321493437	-0.272799338530038	0.993845394971205	"2012-07-07 T4J1"	NA	88	85
"148"	0.183313956240384	0.852184872593939	2117.5837370209	0.99938100910005	0.123026838541722	0.246217407852107	"2012-07-07 T4J2"	NA	88	85
"149"	0.167616621355054	0.847919674451697	1540.84151271477	0.992168409051375	-9.20237752038039e-05	1.33639650391029e-06	"2012-07-07 T4J3"	NA	89	85
"150"	0.0275800668544916	0.256630595327518	859.231712360606	0.968985525592406	0.00479624592740576	0.00105482678132866	"2012-07-07 T5J1"	NA	87	85
"151"	-0.0461353978811479	0.417174483362302	1428.93687324756	0.970755276339768	-0.126201696643249	0.741044751316639	"2012-07-07 T5J2"	NA	88	85
"152"	0.0705389510260722	0.678924036899489	1475.37734417661	0.962106676578143	0.0684388267188386	0.300752043458468	"2012-07-07 T5J3"	NA	90	85
"153"	3.61488457043323	0.996833092599537	2072.60424037593	0.994865771232591	0.11410223265522	0.518406537281204	"2012-07-07 U1J1"	NA	85	76
"154"	0.0740596939624976	0.562941967172618	2871.60200288416	0.98913643827	-0.265502536667577	0.901155966499358	"2012-07-07 U1J2"	NA	83	76
"155"	0.622376264143408	0.979862540964862	2089.21095050733	0.983070578417905	-0.0660617618535913	0.750352111790054	"2012-07-07 U2J1"	NA	83	76
"156"	0.114647265509985	0.822331949130544	1213.53661932328	0.961361384150218	-0.0680037969201476	0.361478330190165	"2012-07-07 U2J2"	NA	82	76
"157"	0.065990235206884	0.661184407412836	1705.67437632426	0.975293256059126	-0.116151910662705	0.159122915534842	"2012-07-07 U3J2"	NA	84	80
"158"	0.101349469386092	0.508448894087816	1567.56272749604	0.995635562085726	-0.492640572630111	0.947156896590512	"2012-07-07 U4J1"	NA	83	85
"159"	0.105070933601032	0.69680514899938	1930.33432665216	0.974723333445375	-0.219071330703212	0.953812184749969	"2012-07-07 U4J2"	NA	84	85
"160"	1.24350313901673	0.166537093239201	3614.68017174541	0.991312814207387	0.388984218942183	0.0831662856511889	"2012-07-20 S1J1"	NA	79	72
"161"	0.899244543852701	0.15618944596367	1805.46535962306	0.995761247804933	0.268048207896497	0.0499842724018917	"2012-07-20 S1J2"	NA	79	72
"162"	1.49683570219481	0.609229780411997	553.784378947676	0.999905905887664	0.62027563235829	0.369846789617573	"2012-07-20 S2J1"	7.7	60	72
"163"	2.1395900921945	0.996513613090701	3431.27546090295	0.996654337220053	-0.0752029584748003	0.980037242968453	"2012-07-20 S3J1"	NA	60	72
"164"	3.08905368513048	0.999767125875657	1442.70402614011	0.986541700945859	-0.00347229452161865	0.020769588048995	"2012-07-20 S3J2"	NA	60	72
"165"	0.165078594446223	0.900070244446344	4681.65580594071	0.996906415194317	-0.123858589129674	0.95624225894204	"2012-07-20 T1J1"	NA	81	72
"166"	3.86937890716112	0.710873794337281	2544.46346927892	0.99673863021711	1.50581355659155	0.631996798812092	"2012-07-20 T1J2"	NA	80	72
"167"	2.69876178644488	0.602395176262095	3799.77292253149	0.999800166466673	0.982295689394186	0.450736069449834	"2012-07-20 T2J1"	NA	79	72
"168"	2.43038068942535	0.744666358480794	4863.38562610706	0.992383331480104	1.17235474455246	0.716291563227592	"2012-07-20 T2J3"	NA	79	72
"169"	0.12644284243785	0.191064987393745	4294.99259055921	0.995022658473921	-0.457423380449348	0.911247609328525	"2012-07-20 T3J1"	NA	80	72
"170"	2.99756254726654	0.586392693667745	1624.76601154086	0.999997477586096	1.70414924170277	0.783004335552432	"2012-07-20 T3J2"	NA	80	72
"171"	0.830893577686744	0.954997035428753	4430.34632458346	0.987357027143596	-0.325797703551722	0.983204969899568	"2012-07-20 T3J3"	NA	80	72
"172"	-0.10387348601682	0.000547586668007131	1186.84278686836	0.0873388876666635	-0.512154465454809	0.0549470197224666	"2012-07-20 T4J2"	NA	80	72
"173"	4.65685775387699	0.710138787238055	4399.98282121414	0.998463831655565	1.50378296957926	0.447729240443482	"2012-07-20 T4J3"	NA	82	72
"174"	0.341048819742274	0.991940762313327	2066.42271419084	0.997257323953589	-0.0184030964428485	0.147147159750025	"2012-07-20 T5J1"	NA	82	72
"175"	0.160498091230172	0.948555343310097	2767.61366566023	0.992267049705528	-0.135826094916184	0.941897365849984	"2012-07-20 T5J2"	NA	81	72
"176"	3.18790725286558	0.559209438320366	3325.51856673092	0.997940209692961	1.28417528081081	0.476069928167783	"2012-07-20 T5J3"	NA	83	72
"177"	0.183670494321554	0.964910470172589	1470.93850437336	0.996865809672835	0.00515827958172643	0.0203438612460046	"2012-07-20 U1J1"	NA	77	72
"178"	0.164308476170211	0.922336431239809	4062.81443062106	0.988020857779377	-0.124349583985078	0.912780081032772	"2012-07-20 U1J2"	NA	77	72
"179"	2.12093178734617	0.272440442594273	4991.82571657221	0.980194462467385	0.762292700497958	0.187895124729453	"2012-07-20 U2J1"	NA	77	72
"180"	0.0262456942136606	0.0196341763908389	3399.32607657962	0.984908028597408	-0.0645354520595648	0.508412193601014	"2012-07-20 U2J2"	NA	77	72
"181"	3.80248753872906	0.794121101561837	4188.83900744814	0.994431889288332	0.997375872274359	0.860288034896172	"2012-07-20 U3J1"	NA	79	72
"182"	0.142342593992015	0.972916331404164	3463.93540619067	0.991826520131844	-0.26781386961444	0.860615855096959	"2012-07-20 U3J2"	NA	78	72
"183"	3.5232623404516	0.513064354344369	-112.609918093792	0.00147120864406673	1.50551198412619	0.480464222767026	"2012-07-20 U4J1"	NA	77	72
"184"	0.322438606275292	0.978230168208143	4532.3422071261	0.995063699341297	-0.14260822768989	0.868064332934697	"2012-07-20 U4J2"	NA	78	72
"185"	0.162280091270175	0.943936450643637	3381.01155661021	0.996179151954714	-0.187534960901366	0.945837465881913	"2012-08-10 S1J1"	NA	76	66
